,User ID,Gender,Age,EstimatedSalary,Purchased
164,15697574,Female,33.0,69000.0,
165,15578738,Female,18.0,86000.0,
166,15762228,Female,22.0,55000.0,
167,15614827,Female,35.0,71000.0,
168,15789815,Male,29.0,148000.0,
169,15579781,Female,29.0,47000.0,
170,15587013,Male,21.0,88000.0,
171,15570932,Male,34.0,115000.0,
172,15794661,Female,26.0,118000.0,
173,15581654,Female,34.0,43000.0,0.0
174,15644296,Female,34.0,72000.0,0.0
175,15614420,Female,23.0,28000.0,0.0
176,15609653,Female,35.0,47000.0,0.0
177,15594577,Male,25.0,22000.0,0.0
178,15584114,Male,24.0,23000.0,0.0
179,15673367,Female,31.0,34000.0,0.0
180,15685576,Male,26.0,16000.0,0.0
181,15774727,Female,31.0,71000.0,0.0
182,15694288,Female,32.0,117000.0,1.0
183,15603319,Male,33.0,43000.0,0.0
184,15759066,Female,33.0,60000.0,0.0
185,15814816,Male,31.0,66000.0,0.0
186,15724402,Female,20.0,82000.0,0.0
187,15571059,Female,33.0,41000.0,0.0
188,15674206,Male,35.0,72000.0,0.0
189,15715160,Male,28.0,32000.0,0.0
190,15730448,Male,24.0,84000.0,0.0
191,15662067,Female,19.0,26000.0,0.0
192,15779581,Male,29.0,43000.0,0.0
193,15662901,Male,19.0,70000.0,0.0
194,15689751,Male,28.0,89000.0,0.0
195,15667742,Male,34.0,43000.0,0.0
196,15738448,Female,30.0,79000.0,0.0
197,15680243,Female,20.0,36000.0,0.0
198,15745083,Male,26.0,80000.0,0.0
199,15708228,Male,35.0,22000.0,0.0
200,15628523,Male,35.0,39000.0,0.0
201,15708196,Male,49.0,74000.0,0.0
202,15735549,Female,39.0,134000.0,1.0
203,15809347,Female,41.0,71000.0,0.0
204,15660866,Female,58.0,101000.0,1.0
205,15766609,Female,47.0,47000.0,0.0
206,15654230,Female,55.0,130000.0,1.0
207,15794566,Female,52.0,114000.0,0.0
208,15800890,Female,40.0,142000.0,1.0
209,15697424,Female,46.0,22000.0,0.0
210,15724536,Female,48.0,96000.0,1.0
211,15735878,Male,52.0,150000.0,1.0
212,15707596,Female,59.0,42000.0,0.0
213,15657163,Male,35.0,58000.0,0.0
214,15622478,Male,47.0,43000.0,0.0
215,15779529,Female,60.0,108000.0,1.0
216,15636023,Male,49.0,65000.0,0.0
217,15582066,Male,40.0,78000.0,0.0
218,15666675,Female,46.0,96000.0,0.0
219,15732987,Male,59.0,143000.0,1.0
220,15789432,Female,41.0,80000.0,0.0
221,15663161,Male,35.0,91000.0,1.0
222,15694879,Male,37.0,144000.0,1.0
223,15593715,Male,60.0,102000.0,1.0
224,15575002,Female,35.0,60000.0,0.0
225,15622171,Male,37.0,53000.0,0.0
226,15795224,Female,36.0,126000.0,1.0
227,15685346,Male,56.0,133000.0,1.0
228,15691808,Female,40.0,72000.0,0.0
229,15721007,Female,42.0,80000.0,1.0
230,15794253,Female,35.0,147000.0,1.0
231,15694453,Male,39.0,42000.0,0.0
232,15813113,Male,40.0,107000.0,1.0
233,15614187,Male,49.0,86000.0,1.0
234,15619407,Female,38.0,112000.0,0.0
235,15646227,Male,46.0,79000.0,1.0
236,15660541,Male,40.0,57000.0,0.0
237,15753874,Female,37.0,80000.0,0.0
238,15617877,Female,46.0,82000.0,0.0
239,15772073,Female,53.0,143000.0,1.0
240,15701537,Male,42.0,149000.0,1.0
241,15736228,Male,38.0,59000.0,0.0
242,15780572,Female,50.0,88000.0,1.0
243,15769596,Female,56.0,104000.0,1.0
244,15586996,Female,41.0,72000.0,0.0
245,15722061,Female,51.0,146000.0,1.0
246,15638003,Female,35.0,50000.0,0.0
247,15775590,Female,57.0,122000.0,1.0
248,15730688,Male,41.0,52000.0,0.0
249,15753102,Female,35.0,97000.0,1.0
250,15810075,Female,44.0,39000.0,0.0
251,15723373,Male,37.0,52000.0,0.0
252,15795298,Female,48.0,134000.0,1.0
253,15584320,Female,37.0,146000.0,1.0
254,15724161,Female,50.0,44000.0,0.0
255,15750056,Female,52.0,90000.0,1.0
256,15609637,Female,41.0,72000.0,0.0
257,15794493,Male,40.0,57000.0,0.0
258,15569641,Female,58.0,95000.0,1.0
259,15815236,Female,45.0,131000.0,1.0
260,15811177,Female,35.0,77000.0,0.0
261,15680587,Male,36.0,144000.0,1.0
262,15672821,Female,55.0,125000.0,1.0
263,15767681,Female,35.0,72000.0,0.0
264,15600379,Male,48.0,90000.0,1.0
265,15801336,Female,42.0,108000.0,1.0
266,15721592,Male,40.0,75000.0,0.0
267,15581282,Male,37.0,74000.0,0.0
268,15746203,Female,47.0,144000.0,1.0
269,15583137,Male,40.0,61000.0,0.0
270,15680752,Female,43.0,133000.0,0.0
271,15688172,Female,59.0,76000.0,1.0
272,15791373,Male,60.0,42000.0,1.0
273,15589449,Male,39.0,106000.0,1.0
274,15692819,Female,57.0,26000.0,1.0
275,15727467,Male,57.0,74000.0,1.0
276,15734312,Male,38.0,71000.0,0.0
277,15764604,Male,49.0,88000.0,1.0
278,15613014,Female,52.0,38000.0,1.0
279,15759684,Female,50.0,36000.0,1.0
280,15609669,Female,59.0,88000.0,1.0
281,15685536,Male,35.0,61000.0,0.0
282,15750447,Male,37.0,70000.0,1.0
283,15663249,Female,52.0,21000.0,1.0
284,15638646,Male,48.0,141000.0,0.0
285,15734161,Female,37.0,93000.0,1.0
286,15631070,Female,37.0,62000.0,0.0
287,15761950,Female,48.0,138000.0,1.0
288,15649668,Male,41.0,79000.0,0.0
289,15713912,Female,37.0,78000.0,1.0
290,15586757,Male,39.0,134000.0,1.0
291,15596522,Male,49.0,89000.0,1.0
292,15625395,Male,55.0,39000.0,1.0
293,15760570,Male,37.0,77000.0,0.0
294,15566689,Female,35.0,57000.0,0.0
295,15725794,Female,36.0,63000.0,0.0
296,15673539,Male,42.0,73000.0,1.0
297,15705298,Female,43.0,112000.0,1.0
298,15675791,Male,45.0,79000.0,0.0
299,15747043,Male,46.0,117000.0,1.0
300,15736397,Female,58.0,38000.0,1.0
301,15678201,Male,48.0,74000.0,1.0
302,15720745,Female,37.0,137000.0,1.0
303,15637593,Male,37.0,79000.0,1.0
304,15598070,Female,40.0,60000.0,0.0
305,15787550,Male,42.0,54000.0,0.0
306,15603942,Female,51.0,134000.0,0.0
307,15733973,Female,47.0,113000.0,1.0
308,15596761,Male,36.0,125000.0,1.0
309,15652400,Female,38.0,50000.0,0.0
310,15717893,Female,42.0,70000.0,0.0
311,15622585,Male,39.0,96000.0,1.0
312,15733964,Female,38.0,50000.0,0.0
313,15753861,Female,49.0,141000.0,1.0
314,15747097,Female,39.0,79000.0,0.0
315,15594762,Female,39.0,75000.0,1.0
316,15667417,Female,54.0,104000.0,1.0
317,15684861,Male,35.0,55000.0,0.0
318,15742204,Male,45.0,32000.0,1.0
319,15623502,Male,36.0,60000.0,0.0
320,15774872,Female,52.0,138000.0,1.0
321,15611191,Female,53.0,82000.0,1.0
322,15674331,Male,41.0,52000.0,0.0
323,15619465,Female,48.0,30000.0,1.0
324,15575247,Female,48.0,131000.0,1.0
325,15695679,Female,41.0,60000.0,0.0
326,15713463,Male,41.0,72000.0,0.0
327,15785170,Female,42.0,75000.0,0.0
328,15796351,Male,36.0,118000.0,1.0
329,15639576,Female,47.0,107000.0,1.0
330,15693264,Male,38.0,51000.0,0.0
331,15589715,Female,48.0,119000.0,1.0
332,15769902,Male,42.0,65000.0,0.0
333,15587177,Male,40.0,65000.0,0.0
334,15814553,Male,57.0,60000.0,1.0
335,15601550,Female,36.0,54000.0,0.0
336,15664907,Male,58.0,144000.0,1.0
337,15612465,Male,35.0,79000.0,0.0
338,15810800,Female,38.0,55000.0,0.0
339,15665760,Male,39.0,122000.0,1.0
340,15588080,Female,53.0,104000.0,1.0
341,15776844,Male,35.0,75000.0,0.0
342,15717560,Female,38.0,65000.0,0.0
343,15629739,Female,47.0,51000.0,1.0
344,15729908,Male,47.0,105000.0,1.0
345,15716781,Female,41.0,63000.0,0.0
346,15646936,Male,53.0,72000.0,1.0
347,15768151,Female,54.0,108000.0,1.0
348,15579212,Male,39.0,77000.0,0.0
349,15721835,Male,38.0,61000.0,0.0
350,15800515,Female,38.0,113000.0,1.0
351,15591279,Male,37.0,75000.0,0.0
352,15587419,Female,42.0,90000.0,1.0
353,15750335,Female,37.0,57000.0,0.0
354,15699619,Male,36.0,99000.0,1.0
355,15606472,Male,60.0,34000.0,1.0
356,15778368,Male,54.0,70000.0,1.0
357,15671387,Female,41.0,72000.0,0.0
358,15573926,Male,40.0,71000.0,1.0
359,15709183,Male,42.0,54000.0,0.0
360,15577514,Male,43.0,129000.0,1.0
361,15778830,Female,53.0,34000.0,1.0
362,15768072,Female,47.0,50000.0,1.0
363,15768293,Female,42.0,79000.0,0.0
364,15654456,Male,42.0,104000.0,1.0
365,15807525,Female,59.0,29000.0,1.0
366,15574372,Female,58.0,47000.0,1.0
367,15671249,Male,46.0,88000.0,1.0
368,15779744,Male,38.0,71000.0,0.0
369,15624755,Female,54.0,26000.0,1.0
370,15611430,Female,60.0,46000.0,1.0
371,15774744,Male,60.0,83000.0,1.0
372,15629885,Female,39.0,73000.0,0.0
373,15708791,Male,59.0,130000.0,1.0
374,15793890,Female,37.0,80000.0,0.0
375,15646091,Female,46.0,32000.0,1.0
376,15596984,Female,46.0,74000.0,0.0
377,15800215,Female,42.0,53000.0,0.0
378,15577806,Male,41.0,87000.0,1.0
379,15749381,Female,58.0,23000.0,1.0
380,15683758,Male,42.0,64000.0,0.0
381,15670615,Male,48.0,33000.0,1.0
382,15715622,Female,44.0,139000.0,1.0
383,15707634,Male,49.0,28000.0,1.0
384,15806901,Female,57.0,33000.0,1.0
385,15775335,Male,56.0,60000.0,1.0
386,15724150,Female,49.0,39000.0,1.0
387,15627220,Male,39.0,71000.0,0.0
388,15672330,Male,47.0,34000.0,1.0
389,15668521,Female,48.0,35000.0,1.0
390,15807837,Male,48.0,33000.0,1.0
391,15592570,Male,47.0,23000.0,1.0
392,15748589,Female,45.0,45000.0,1.0
393,15635893,Male,60.0,42000.0,1.0
394,15757632,Female,39.0,59000.0,0.0
395,15691863,Female,46.0,41000.0,1.0
396,15706071,Male,51.0,23000.0,1.0
397,15654296,Female,50.0,20000.0,1.0
398,15755018,Male,36.0,33000.0,0.0
399,15594041,Female,49.0,36000.0,1.0
